series_id,history_length,start_offset,model,horizon,mae,rmse,mape
RSFHFS,12,390,ARIMA,6,215.7720224897151,242.7911164709054,1.9344879763611715
RSFHFS,12,390,ARIMA,12,173.33837936104933,213.08064121920373,1.5577968835432907
RSFHFS,12,390,LinearRegression,6,418.34343434343464,468.7588588694571,3.7709899763332646
RSFHFS,12,390,LinearRegression,12,483.686868686869,514.4813296588064,4.341899476666138
RSFHFS,24,0,Prophet,6,173.12585613061447,194.30500794908068,3.6622547329049704
RSFHFS,24,0,Prophet,12,263.25634840666726,288.3718378750384,5.357358779783592
RSFHFS,24,0,ARIMA,6,202.19094584642698,218.72599120056455,4.266332957108529
RSFHFS,24,0,ARIMA,12,343.69701564136705,379.39374812486744,6.9688778132326785
RSFHFS,24,0,LinearRegression,6,130.84625603864757,139.29238707363348,2.778696232117457
RSFHFS,24,0,LinearRegression,12,208.547512077295,227.2781742983761,4.242156293358304
RSFHFS,24,189,Prophet,6,140.7980665962832,171.8900651196376,2.0364458465898436
RSFHFS,24,189,Prophet,12,145.58658598741422,181.3913242950647,2.1066127518574698
RSFHFS,24,189,ARIMA,6,187.58726000657862,232.28597811362707,2.7115844286078747
RSFHFS,24,189,ARIMA,12,286.03505744063045,318.6017830371651,4.139791460224161
RSFHFS,24,189,LinearRegression,6,719.9253623188396,771.3175365947267,10.459652184182806
RSFHFS,24,189,LinearRegression,12,1064.1937681159409,1142.3101517949865,15.429416636521601
RSFHFS,24,378,Prophet,6,813.4482634951719,872.5776547802386,7.316022340377777
RSFHFS,24,378,Prophet,12,820.9252152436907,880.5989430763138,7.369756034711031
RSFHFS,24,378,ARIMA,6,229.11923234820037,253.98161148530204,2.0556969757309544
RSFHFS,24,378,ARIMA,12,189.94070710191713,225.78644040268563,1.7070914874835486
RSFHFS,24,378,LinearRegression,6,412.7193236714981,460.0306139038293,3.7190405929161376
RSFHFS,24,378,LinearRegression,12,489.703647342996,519.598814205677,4.394416108039775
RSFHFS,60,0,Prophet,6,63.70947007471508,64.87256860994162,1.1079365700026682
RSFHFS,60,0,Prophet,12,89.4184247756729,101.18811154530147,1.5093081181686367
RSFHFS,60,0,ARIMA,6,170.80305006122884,186.25203569117716,2.9563886867079487
RSFHFS,60,0,ARIMA,12,291.8030500612288,325.8532270525974,4.915770512012597
RSFHFS,60,0,LinearRegression,6,51.14012688709803,59.19825897622933,0.8836352498504979
RSFHFS,60,0,LinearRegression,12,91.7543808465313,107.34769035169957,1.5423335723493428
RSFHFS,60,171,Prophet,6,78.07936556702316,84.73801831098523,1.0972616982256067
RSFHFS,60,171,Prophet,12,213.41772658954847,269.4534564775429,2.921925567276397
RSFHFS,60,171,ARIMA,6,239.04135989654847,245.9490132834273,3.372881038803955
RSFHFS,60,171,ARIMA,12,216.2740315099521,230.58804501063045,3.0220480302592114
RSFHFS,60,171,LinearRegression,6,986.948286561082,995.4831855901633,13.901605262525418
RSFHFS,60,171,LinearRegression,12,1254.261767157544,1294.2716794650282,17.34523991863345
RSFHFS,60,342,Prophet,6,344.76455972399407,362.9067095357349,3.094684807882609
RSFHFS,60,342,Prophet,12,503.00247592068143,546.1986395934183,4.507620299472772
RSFHFS,60,342,ARIMA,6,228.4733157580231,253.41533854023052,2.0498290115374624
RSFHFS,60,342,ARIMA,12,189.13331136419552,225.144961646344,1.6998301806628962
RSFHFS,60,342,LinearRegression,6,257.9765382359304,281.9613871996894,2.3174721749148226
RSFHFS,60,342,LinearRegression,12,231.88094532431933,260.52774310861196,2.0835631282483296
RSEAS,6,0,Prophet,6,141.67210569303697,151.97524579095452,3.518165012473748
RSEAS,6,0,Prophet,12,282.42008153519714,321.51686466728813,6.65324940339484
RSEAS,6,0,ARIMA,6,161.44402645218133,172.46759075183047,4.00983201640542
RSEAS,6,0,ARIMA,12,315.6108397614897,357.71846616671667,7.438331797245574
RSEAS,6,0,LinearRegression,6,68.68571428571424,79.42625838815485,1.7036339740425777
RSEAS,6,0,LinearRegression,12,157.195238095238,185.45472031733735,3.6929957129761397
RSEAS,6,198,Prophet,6,538.2961698241924,574.1800095055236,6.5133401288430415
RSEAS,6,198,Prophet,12,908.6813470692551,1023.1450338247773,11.354686146871245
RSEAS,6,198,ARIMA,6,366.4185368791198,385.16600435717504,4.421585009926651
RSEAS,6,198,ARIMA,12,346.01855516267125,362.47795002444406,4.283736353053789
RSEAS,6,198,LinearRegression,6,588.5619047619058,619.4793627041402,7.139404695385259
RSEAS,6,198,LinearRegression,12,989.342857142858,1108.0044576766352,12.371853173060549
RSEAS,6,396,Prophet,6,121.6506166052712,123.6726663023095,1.5722487054511347
RSEAS,6,396,Prophet,12,292.57229606085144,353.0196391359935,3.638354328280508
RSEAS,6,396,ARIMA,6,138.02453682417445,139.85223459858824,1.7839658354408527
RSEAS,6,396,ARIMA,12,313.8581102055148,373.6457273695324,3.9059884041086423
RSEAS,6,396,LinearRegression,6,33.54761904761896,47.091427935814686,0.43334722245596907
RSEAS,6,396,LinearRegression,12,130.03809523809537,178.8772904368067,1.606965565140447
RSEAS,12,0,Prophet,6,124.55289008762914,130.44543030352537,2.8778987881939058
RSEAS,12,0,Prophet,12,151.0119419684453,156.49130700349775,3.3860776324374555
RSEAS,12,0,ARIMA,6,126.19180551747088,133.83860530991006,2.914287727544404
RSEAS,12,0,ARIMA,12,160.67178571741132,168.02294460973397,3.5976760495345794
RSEAS,12,0,LinearRegression,6,127.57109557109531,133.38150476358453,2.9477488997305654
RSEAS,12,0,LinearRegression,12,155.9003496503495,161.54542853302968,3.495008530939913
RSEAS,12,195,Prophet,6,132.98485508365488,149.77934914690775,1.6873867231488635
RSEAS,12,195,Prophet,12,425.26298832252655,564.8223632910468,5.270193357380867
RSEAS,12,195,ARIMA,6,82.13613469088826,91.94659655608586,1.0455342864025818
RSEAS,12,195,ARIMA,12,115.22159941800548,154.53581394039884,1.4357466935144085
RSEAS,12,195,LinearRegression,6,130.76359751359738,148.4112548871587,1.6592076859829905
RSEAS,12,195,LinearRegression,12,427.1956099456102,568.5347666196128,5.294131438986626
RSEAS,12,390,Prophet,6,51.910354779503145,61.96142999609631,0.6705798070117109
RSEAS,12,390,Prophet,12,177.18220716865684,232.683456255555,2.1939773500772324
RSEAS,12,390,ARIMA,6,136.73824781676362,139.2935869488848,1.7672599828335478
RSEAS,12,390,ARIMA,12,312.06141157345866,372.0191325640607,3.883370965791317
RSEAS,12,390,LinearRegression,6,97.11946386946313,101.1285730439133,1.255141947598071
RSEAS,12,390,LinearRegression,12,236.18706293706228,287.8129558762813,2.9358321184437557
RSEAS,24,0,Prophet,6,249.20387937159634,295.38345082484807,4.9731533103194625
RSEAS,24,0,Prophet,12,459.7553597965061,525.842662284816,8.624744527104493
RSEAS,24,0,ARIMA,6,157.65669838475029,176.1394321161397,3.1568450729499973
RSEAS,24,0,ARIMA,12,299.86915304112154,346.03406221065836,5.614173526785855
RSEAS,24,0,LinearRegression,6,128.49311594202936,147.03768609070073,2.5686118695776154
RSEAS,24,0,LinearRegression,12,257.91673913043513,302.5661427014106,4.818276167635204
RSEAS,24,189,Prophet,6,186.59415543432578,223.44889128587906,2.2972935983441514
RSEAS,24,189,Prophet,12,418.4125019129119,506.1575978219604,5.088968033745555
RSEAS,24,189,ARIMA,6,239.83280518341917,289.3343212715889,2.94183848798001
RSEAS,24,189,ARIMA,12,335.68640543573815,370.4172874267989,4.086362194145379
RSEAS,24,189,LinearRegression,6,476.2586956521747,551.8044602202364,5.856705435699344
RSEAS,24,189,LinearRegression,12,796.5271014492761,887.8567683576708,9.700290099075415
RSEAS,24,378,Prophet,6,112.62855057199158,125.64046806136882,1.4573373510334804
RSEAS,24,378,Prophet,12,153.22027952564704,177.04904565233784,1.9179720425526066
RSEAS,24,378,ARIMA,6,193.04924631872822,194.26246037117727,2.4955703845355717
RSEAS,24,378,ARIMA,12,371.30210921299937,424.0379800996073,4.632115306577104
RSEAS,24,378,LinearRegression,6,170.87753623188414,172.32808349956755,2.2088039937547292
RSEAS,24,378,LinearRegression,12,343.40304347826094,397.01255810218686,4.280910172833318
RSEAS,60,0,Prophet,6,88.11906021408019,156.9600803190464,1.4534543471058692
RSEAS,60,0,Prophet,12,95.70643122803267,135.5346827108172,1.5276106651879513
RSEAS,60,0,ARIMA,6,130.5610452355962,136.63958709858136,2.0984180279429316
RSEAS,60,0,ARIMA,12,193.02294386244648,206.66904716645928,3.0325946549180762
RSEAS,60,0,LinearRegression,6,537.6279012688706,543.164433369957,8.654837873238302
RSEAS,60,0,LinearRegression,12,583.5743771417984,588.8334073849982,9.217817477097023
RSEAS,60,171,Prophet,6,75.24184681266463,89.53213243020863,0.8955398012023627
RSEAS,60,171,Prophet,12,149.27926767461614,196.7063273687392,1.7567565225292248
RSEAS,60,171,ARIMA,6,99.55049676843767,123.27874427158476,1.1827047511555886
RSEAS,60,171,ARIMA,12,159.67537963821133,194.92522150120269,1.877008504309895
RSEAS,60,171,LinearRegression,6,501.946897286284,510.6816442304442,5.991911497250143
RSEAS,60,171,LinearRegression,12,632.6208576456431,654.1884930745761,7.482361733342359
RSEAS,60,342,Prophet,6,433.4566425034862,487.21605896595753,5.6014705172816575
RSEAS,60,342,Prophet,12,503.4039906944183,536.4525036919823,6.342887237044345
RSEAS,60,342,ARIMA,6,154.31352542071195,156.5823859896493,1.9947737201633298
RSEAS,60,342,ARIMA,12,329.41203078101415,386.4330896361418,4.10316519954577
RSEAS,60,342,LinearRegression,6,25.87213269117956,32.41324904462851,0.33395986823006696
RSEAS,60,342,LinearRegression,12,182.1672532493592,257.6931721312926,2.246517377650716
